"Timestamp","Cinsiyet","Şirketiniz hangi lokasyonda?","Tam zamanlı mı yarı zamanlı mı çalışıyorsunuz?","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Kaç yıllık deneyiminiz var?","Çalıştığınız Sektor? (Otomotiv, Bankacilik, Saglik vs)","Pozisyonunuzun Ismi?","Pozisyonunuzun Ismi?","Aylık Ortalama Net Maaşınız? (Turk Lirasi)","Yıllık ek net gelirleriniz? (prim bonus ve benzeri gelirlerin toplamı)","Yan haklarınız nelerdir?","Temmuz & Ağustos dönemi zam oranınız nedir?"
"10/3/2024 0:20:55","Kadın","Türkiye","Tam zamanlı","Uzaktan","100-149","3-5 Yıl","Finans ve Muhasebe","Mid level sofrware engineer","Mid Level Sofrware Engineer","41.000-50.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/3/2024 0:21:17","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","5-7 Yıl","Bilgi Teknolojileri ve Yazılım","Kıdemli iş analisti","Kıdemli Iş Analisti","71.000-80.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/3/2024 0:36:47","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Çevre ve Enerji","İş analisti","İş Analisti","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/3/2024 0:42:59","Kadın","Türkiye","Tam zamanlı","Hybrid","50-99","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","Kıdemli Danışman","Kıdemli Danışman","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"10/3/2024 0:52:40","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Diğer","Program Koordinatörü ","Program Koordinatörü ","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%5-%10"
"10/3/2024 1:39:00","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Perakende ve E-tıcaret","Customer Experience Associate","Customer Experience Associate","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"10/3/2024 2:07:55","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","İnşaat","Mimar","Mimar","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/3/2024 2:48:01","Erkek","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","Veri Analisti","Veri Analisti","91.000-100.000 TL","91.000-110.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"10/3/2024 4:22:12","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Dijital Medya ve Eğlence","Content Editor","Content Editor","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/3/2024 8:09:35","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","İnşaat","Uzman Yardımcısı","Uzman Yardımcısı","31.000-40.000 TL","71.000-90.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/3/2024 8:12:04","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Mühendislik","tasarım ve analiz mühendisi","Tasarım Ve Analiz Mühendisi","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Aracı","Almadım"
"10/3/2024 9:01:57","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Gıda ve İçecek","Dijital pazarlama uzmanı ","Dijital Pazarlama Uzmanı ","21.000-30.000 TL","Ek gelirim yok","Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"10/3/2024 9:25:15","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Diğer","İhracat operasyon uzmanı","İhracat Operasyon Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu","Henuz belli degil"
"10/3/2024 9:40:17","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Android Developer","Android Developer","21.000-30.000 TL","91.000-110.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/3/2024 10:07:20","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","1-3 Yıl","Perakende ve E-tıcaret","Pazarlama Uzmanı","Pazarlama Uzmanı","31.000-40.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"10/3/2024 10:23:16","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Key Account Manager","Key Account Manager","21.000-30.000 TL","71.000-90.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"10/3/2024 10:57:59","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Sağlık ve Tıp","İhracat ve İş Geliştirme Uzman Yardımcısı","İhracat Ve İş Geliştirme Uzman Yardımcısı","21.000-30.000 TL","20.000-30.000 TL","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/3/2024 10:58:54","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Havacılık","İç denetim uzman yardımcısı","İç Denetim Uzman Yardımcısı","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Şirket Telefonu","%5-%10"
"10/3/2024 11:22:13","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Perakende ve E-tıcaret","İş Geliştirme Uzman Yardımcısı","İş Geliştirme Uzman Yardımcısı","31.000-40.000 TL","111.000-150.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Henuz belli degil"
"10/3/2024 11:37:23","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Finans ve Muhasebe","Audit Assistant ","Audit Assistant ","21.000-30.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"10/3/2024 12:19:26","Erkek","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Tekstil ve Hazır Giyim","E ticaret uzmanı ","E Ticaret Uzmanı ","31.000-40.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/3/2024 12:20:50","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Perakende ve E-tıcaret","Hazine ve finans uzmanı ","Hazine Ve Finans Uzmanı ","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","%5-%10"
"10/3/2024 12:43:53","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Diğer","Pazarlama Uzmanı","Pazarlama Uzmanı","31.000-40.000 TL","Ek gelirim yok","Ulaşım Yardımı","Almadım"
"10/3/2024 13:14:49","Erkek","Türkiye","Tam zamanlı","Ofiste","1-49","3-5 Yıl","Mühendislik","Makine Mühendisi Mekanik Tasarım","Makine Mühendisi Mekanik Tasarım","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"10/3/2024 13:35:58","Kadın","Türkiye","Tam zamanlı","Uzaktan","50-99","3-5 Yıl","İnşaat","Proje Uzmanı ","Proje Uzmanı ","41.000-50.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
"10/3/2024 13:45:26","Erkek","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Tekstil ve Hazır Giyim","Satınalma sorumlusu ","Satınalma Sorumlusu ","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","%5-%10"
"10/3/2024 14:06:34","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","0-1 Yıl","Diğer","Analyst Consultant","Analyst Consultant","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"10/3/2024 15:11:12","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Finans ve Muhasebe","Müşteri İlişkileri Sorumlusu","Müşteri İlişkileri Sorumlusu","21.000-30.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Henuz belli degil"
"10/3/2024 15:11:21","Erkek","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Diğer","Sigorta","Sigorta","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"10/3/2024 15:16:48","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Mühendislik","Satış Destek Mühendisi","Satış Destek Mühendisi","31.000-40.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%21-%35"
"10/3/2024 15:21:54","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Dağıtım ve Toptan Tıcaret","Uluslarararsı Satış ve Pazarlama Uzmanı","Uluslarararsı Satış Ve Pazarlama Uzmanı","31.000-40.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"10/3/2024 15:42:50","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","İş Analisti","İş Analisti","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/3/2024 16:18:44","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Tekstil ve Hazır Giyim","Business Solutions Specialist","Business Solutions Specialist","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı","Almadım"
"10/3/2024 16:44:33","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Üretim","Sales Representative","Sales Representative","10.000-20.000 TL","91.000-110.000 TL","Şirket Telefonu, Şirket Aracı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"10/3/2024 17:05:47","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Sağlık ve Tıp","İSG-Ç Uzmanı ","İsg-Ç Uzmanı ","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"10/3/2024 17:07:36","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Gıda ve İçecek","Planning Associate ","Planning Associate ","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı","%11-%20"
"10/3/2024 17:28:33","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Mühendislik","Malzeme mühendisi ","Malzeme Mühendisi ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı","%21-%35"
"10/3/2024 19:59:02","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Tekstil ve Hazır Giyim","Management Trainee","Management Trainee","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/3/2024 20:30:47","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","5-7 Yıl","Bilgi Teknolojileri ve Yazılım","Satış müdürü","Satış Müdürü","81.000-90.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı","%21-%35"
"10/3/2024 20:31:27","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","3-5 Yıl","Eğitim","matematik öğretmeni","Matematik Öğretmeni","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"10/3/2024 20:46:47","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","Senior Marketing Specialist","Senior Marketing Specialist","31.000-40.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
"10/3/2024 21:14:08","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Yazılım ve destek ","Yazılım Ve Destek ","21.000-30.000 TL","Ek gelirim yok","Ulaşım Yardımı","%5-%10"
"10/3/2024 21:49:20","Erkek","Yurt dışı","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Çevre ve Enerji","Kimya mühendisi","Kimya Mühendisi","120.000 TL ve üstü","Ek gelirim yok","Özel Sağlık Sigortası, Şirket Telefonu, Şirket Aracı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/3/2024 22:49:58","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Mühendislik","Cbs ve Harita Uzmanı","Cbs Ve Harita Uzmanı","31.000-40.000 TL","20.000-30.000 TL","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Henuz belli degil"
"10/3/2024 23:15:22","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","5-7 Yıl","Perakende ve E-tıcaret","Kalite Güvence Expert","Kalite Güvence Expert","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"10/3/2024 23:17:27","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","0-1 Yıl","Diğer","Dış ticaret operasyon uzman yardımcısı","Dış Ticaret Operasyon Uzman Yardımcısı","41.000-50.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%21-%35"
"10/3/2024 23:51:03","Kadın","Türkiye","Tam zamanlı","Uzaktan","50-99","1-3 Yıl","Dijital Medya ve Eğlence","Sr. Performance Marketing Executive","Sr. Performance Marketing Executive","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/4/2024 0:11:33","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","İş analisti","İş Analisti","81.000-90.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası","%11-%20"
"10/4/2024 0:39:48","Kadın","Türkiye","Yarı zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Diğer","İnsan ve Kültür Asistanı","İnsan Ve Kültür Asistanı","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/4/2024 1:23:10","Kadın","Türkiye","Tam zamanlı","Hybrid","50-99","1-3 Yıl","Diğer","Yardımcı Marka Müdürü","Yardımcı Marka Müdürü","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"10/4/2024 2:21:08","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Dijital Medya ve Eğlence","Performance Marketing Executivd ","Performance Marketing Executivd ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"10/4/2024 4:32:02","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Havacılık","Depo personeli","Depo Personeli","41.000-50.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%21-%35"
"10/4/2024 7:11:38","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","1-3 Yıl","Otomotiv","Satış ve pazarlama uzman yardımcısı ","Satış Ve Pazarlama Uzman Yardımcısı ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Şirket Telefonu","Almadım"
"10/4/2024 7:13:43","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Otomotiv","Ar-Ge Mühendisi","Ar-Ge Mühendisi","31.000-40.000 TL","Ek gelirim yok","Ulaşım Yardımı, Şirket Telefonu, Şirket Aracı","%11-%20"
"10/4/2024 7:57:02","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Bilgi Teknolojileri ve Yazılım","ERP lojistik danışmanı ","Erp Lojistik Danışmanı ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"10/4/2024 8:38:38","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Telekomünikasyon","Denetçi","Denetçi","61.000-70.000 TL","91.000-110.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"10/4/2024 9:34:00","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Üretim","Ürün yöneticisi ve satış","Ürün Yöneticisi Ve Satış","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"10/4/2024 9:41:59","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Perakende ve E-tıcaret","Sosyal Medya Uzmanı","Sosyal Medya Uzmanı","71.000-80.000 TL","71.000-90.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"10/4/2024 11:47:02","Erkek","Türkiye","Tam zamanlı","Hybrid","1-49","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","Teknik Proje Yöneticisi","Teknik Proje Yöneticisi","71.000-80.000 TL","51.000-70.000 TL","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Henuz belli degil"
"10/4/2024 12:16:56","Erkek","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Üretim","Customer supply specialist","Customer Supply Specialist","41.000-50.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"10/4/2024 12:52:01","Erkek","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","İnşaat","Mimar","Mimar","81.000-90.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"10/4/2024 13:09:14","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Diğer","Avukat","Avukat","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"10/4/2024 13:28:57","Erkek","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Mühendislik","ArGe Uzmanı","Arge Uzmanı","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"10/4/2024 14:49:43","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Diğer","Kripto varlık uzmanı ","Kripto Varlık Uzmanı ","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"10/4/2024 15:01:55","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Product manager","Product Manager","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/4/2024 15:51:00","Belirtmek Istemiyorum","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Bilgi Teknolojileri ve Yazılım","Growth Speacialist ","Growth Speacialist ","71.000-80.000 TL","150.000 TL ve üstü","Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"10/4/2024 16:05:05","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Finans ve Muhasebe","Danışman","Danışman","81.000-90.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"10/4/2024 16:19:03","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","3-5 Yıl","Turizm ve Konaklama","Event Specialist","Event Specialist","31.000-40.000 TL","91.000-110.000 TL","Yan hakkim yok","Almadım"
"10/4/2024 16:25:26","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","1-3 Yıl","Diğer","Ticari Pazarlama Uzman Yardımcısı","Ticari Pazarlama Uzman Yardımcısı","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","Almadım"
"10/4/2024 16:40:58","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","5-7 Yıl","Dijital Medya ve Eğlence","marketing specialist","Marketing Specialist","31.000-40.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
"10/4/2024 17:11:43","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","İş Zekası Uzmanı","İş Zekası Uzmanı","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/4/2024 18:09:00","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Business Analyst","Business Analyst","61.000-70.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"10/4/2024 18:25:41","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Dijital Medya ve Eğlence","Senior Social Media Manager","Senior Social Media Manager","21.000-30.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Ulaşım Yardımı","Almadım"
"10/4/2024 19:06:22","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","9-12 Yıl","Bilgi Teknolojileri ve Yazılım","Kidemli yazılım uzmanı ","Kidemli Yazılım Uzmanı ","101.000-120.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"10/4/2024 20:29:55","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Sağlık ve Tıp","dispatcher","Dispatcher","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%21-%35"
"10/4/2024 21:02:41","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Mühendislik","Satın Alma ve Planlama","Satın Alma Ve Planlama","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
"10/4/2024 21:33:49","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","İş analisti","İş Analisti","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"10/4/2024 22:54:49","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Perakende ve E-tıcaret","Sales consultant ","Sales Consultant ","41.000-50.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%5-%10"
"10/4/2024 23:20:35","Erkek","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Veri Mühendisi","Veri Mühendisi","41.000-50.000 TL","111.000-150.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
